"","Z.BR1","Z.BR2","Z.BR3","Z.CN1","Z.CN2","Z.CN3","Z.DC1","Z.DC2","Z.DC3","Z.DN1","Z.DU1","Z.DU2","Z.DU3","Z.EL1","Z.EL2","Z.EL3","Z.HB1","Z.HB2","Z.HB3","Z.HN1","Z.HN2","Z.HN3","Z.KN1","Z.KN2","Z.KN3","Z.MB1","Z.MB2","Z.MB3","Z.MN1","Z.MN2","Z.MN3","Z.NK1","Z.NK2","Z.NK3","Z.PA1","Z.PA2","Z.PA3","Z.PE.B","Z.PE1","Z.PE2","Z.PE3","Z.RB1","Z.RB2","Z.RB3","Z.RN1","Z.RN2","Z.RN3","Z.SB1","Z.SB2","Z.SB3","Z.SM1","Z.SM2","Z.SM3","Z.SN1","Z.SN2","Z.SN3","Z.SY1","Z.SY2","Z.SY3","Z.TB1","Z.TB2","Z.TB3"
"Zotu38",0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,33864,26010,29191,1619,1771,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,6,0,5,10,75,70,63,10,10,16,15,81,33
"Zotu380",0,0,0,0,0,0,0,0,0,0,1559,1520,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3802",0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"Zotu3806",0,0,0,13,34,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3809",0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
"Zotu3810",0,0,0,0,0,0,0,0,0,0,24,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3812",8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,15,25,28,29,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,3,5,3,0,8,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Zotu3816",15,17,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3818",0,0,0,17,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu382",0,0,0,4,20,20,0,0,0,0,28,33,22,33,20,30,5,0,0,0,0,4,7,14,15,6,5,8,28,22,31,10,35,14,8,6,0,0,5,12,7,0,0,0,20,16,12,0,3,0,3,5,6,0,0,0,0,0,0,795,2107,795
"Zotu3824",0,0,0,0,0,0,0,0,0,0,35,29,34,0,0,0,0,0,0,0,0,0,308,321,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu383",0,0,0,215,254,145,0,0,0,0,0,0,0,0,0,0,142,130,104,13,13,16,22,34,19,535,458,470,298,394,458,69,123,79,0,0,0,0,0,0,0,40,62,64,0,0,0,3,0,4,5,6,3,0,0,0,0,0,0,0,0,0
"Zotu3831",0,0,0,0,0,0,28,27,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,57,14
"Zotu3834",0,0,0,24,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3835",10,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,0
"Zotu3837",0,0,0,24,11,21,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,10,8,0,0,0,0,0,0
"Zotu3838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3839",0,0,0,16,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu384",55,50,76,0,0,0,0,0,0,0,4,0,0,686,473,475,143,127,119,14,8,14,333,391,358,0,0,0,0,0,0,776,1094,788,8,5,8,0,0,0,0,28,28,23,42,52,44,13,9,7,48,53,53,10,20,12,14,20,17,39,86,35
"Zotu3842",3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3843",0,0,0,0,0,0,0,0,0,7,0,3,0,13,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,8,7,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,15,7,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3846",0,0,0,8,6,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,11,0,0,0,8,9,8,0,0,0,0,0,0
"Zotu3847",0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3851",0,0,0,0,0,0,0,0,0,6,0,0,0,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"Zotu3852",0,0,0,18,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3856",0,0,0,9,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3858",0,0,0,14,11,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9
"Zotu386",58,66,67,2227,2542,2167,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,7,0,10,12,36,30,0,0,0,9,22,11,0,7,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3862",5,3,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Zotu387",0,0,0,595,656,472,0,0,0,0,5,0,0,8,4,3,0,0,0,21,22,20,0,0,0,0,0,0,8,9,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,7,1164,1369,1153,0,0,0,0,0,0
"Zotu3872",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,7,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Zotu3877",0,0,0,9,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3878",0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3879",0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3881",0,0,0,0,0,4,0,0,0,0,10,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"Zotu3887",0,0,0,31,36,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu389",0,0,0,1433,1370,1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,55,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3891",0,0,0,0,0,0,51,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3893",20,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,76,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3897",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3899",23,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Zotu39",0,0,0,665,578,464,0,0,0,0,0,0,0,835,616,586,25012,18828,21444,8521,9593,11204,102,127,107,15,0,11,260,323,349,50,55,48,44,42,65,0,101,95,111,0,0,0,0,0,0,14,0,9,304,301,278,1480,1617,1301,0,0,0,0,20,0
"Zotu390",6,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0
"Zotu3900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3901",0,3,0,8,0,8,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,13,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,15,21,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3908",0,0,3,33,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu391",0,0,5,794,863,728,0,0,0,0,3,6,3,0,0,0,25,16,10,92,100,142,9,5,5,199,153,177,5,0,4,47,75,39,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,12,6,9,0,0,0,32,102,14
"Zotu3910",0,0,0,5,0,0,0,0,0,36,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,10,0,0,0,0,0,0,0,11,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,11
"Zotu3914",0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0
"Zotu3917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Zotu3918",0,0,0,11,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3919",6,0,0,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,21,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu392",109,125,148,187,218,213,0,0,0,0,7,0,3,14,12,17,0,3,8,0,4,0,4,3,3,3,0,3,0,6,5,4,15,10,345,295,331,7,7,6,5,0,6,0,0,0,4,121,156,106,170,228,231,6,8,0,22,45,31,237,492,213
"Zotu3920",0,3,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,3,3,0,0,0,0,0,0,0,0,0,0,0
"Zotu3922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,6,0,0,0,0,6,6,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,15,0,0,0,0,0,0,0,0,0
"Zotu3927",7,0,9,0,7,0,0,0,0,0,6,4,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,3,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3928",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu393",0,0,3,1175,1421,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,21,15,18,0,0,0,0,0,0,0,0,0
"Zotu3932",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0
"Zotu3933",0,0,0,17,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3934",0,0,0,0,0,0,0,0,0,0,0,5,3,13,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,34,26,0,0,0,0,0,0
"Zotu394",0,0,0,0,0,0,0,0,0,0,671,717,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,915,1088,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3940",0,0,0,20,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
"Zotu3942",0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,16,0,0,0,0,0,0,0,0,0
"Zotu3944",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,33,4,4,0,0,0,0,8,0,0,0,9,14,10,3,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Zotu3949",0,0,0,0,0,0,4,0,0,8,0,0,0,23,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu395",16,24,19,118,122,168,0,0,0,0,140,145,102,400,329,244,10,5,10,0,0,0,364,455,413,104,65,70,413,654,620,34,55,29,34,73,66,27,34,38,41,238,284,244,189,152,149,207,227,257,394,416,407,35,41,36,123,151,139,37,93,28
"Zotu3950",127,140,184,3323,3714,3082,0,0,0,134,3696,3627,2830,193,137,97,22765,17364,20116,3564,4186,4917,27052,31728,27540,32678,26405,26853,37630,46686,49524,3668,5053,3540,455,392,479,1384,5283,4656,5424,7803,8381,8159,550,580,460,14149,13083,13236,25314,28019,26583,3083,3455,2885,7134,9383,9720,6854,16352,6748
"Zotu3951",0,4,0,45,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,39,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu396",15,8,9,1107,1401,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,4,4,0,0,0,0,12,9,19,26,25,24,0,10,3,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3963",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,20,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Zotu3964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,5,10,0,5,5,0,0,0,0,0,0
"Zotu397",4,5,0,0,0,0,0,0,0,0,9,7,3,8,0,0,24,15,11,4,0,4,0,0,0,8,7,0,4,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,3,3,23,19,32,51,38,62,22,13,14,0,0,8,836,2485,751
"Zotu3979",0,0,0,21,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Zotu3980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,4,7,0,0,0,0,0,0,0,0,0
"Zotu3982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,5,0,6,0,0,0,0,0,0
"Zotu3986",10,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3987",3,0,3,10,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3988",18,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu399",0,0,0,41,91,45,0,0,0,0,7,3,0,0,0,0,100,74,87,14,5,7,19,29,16,650,537,569,271,377,402,75,96,82,0,0,0,0,0,0,0,6,14,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Zotu3990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,6
"Zotu3991",0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
